reviews,sentiment,probability
cute bag sturdy material outside however zipper tan cheap came opened everything placed pockets immediately fall close bag every time open bag everything center mixed together disappointed,NEGATIVE,0.9224008917808533
material looks really junky flimsy,NEGATIVE,0.9760962128639221
put crochet hat project make bag crochet accessories gadgets n crochet hooks small compartment love convenient love crochet came,POSITIVE,0.9833645224571228
cute dupe makeup bag nice size travel special occasion quite big enough everyday use cute nice quality would make cute gift,POSITIVE,0.981871485710144
get enough cute chenille letter bags household got couple teen daughter friends want stocked giving gifts every girl far loved style right sturdy,POSITIVE,0.9851948618888855
good travel bag good size fits good amount stuff nice color like texture material also like way opens dig everything,POSITIVE,0.9839734435081482
really enjoy product perfect traveling general makeup storage love feeling material importantly color would definitely recommend product could also serve super cute gift friend relative,POSITIVE,0.9879008531570435
fit lot things year old lots room cute color,POSITIVE,0.9438034296035767
sure bag would hold added stuff like accessories travel fits like charm items put inside travel size toothpaste brush soaps shampoos et compact easy clean problems encountered far,POSITIVE,0.970045804977417
holds lot like put everyday makeup bag zips well compartments great really like bags quality,POSITIVE,0.9871740341186523
really like toiletry bag opens flat see access everything packed inner zippered compartment convenient pockets side mild plastic odor first arrived dissipated airing attractive design well,POSITIVE,0.9544585347175598
love glove opens super easy use store stuffthe color great size greatzipper last long time well,POSITIVE,0.9871861934661865
saw trend bag everywhere requested looooooive great color material design holds everything need mess things great,POSITIVE,0.9856646060943604
love fits essentials months good care lasts good time,POSITIVE,0.9856998324394226
make bag awesome medium size big small size perfect fit suitcase particularly happy height width perfect travel everyday use well finished seems sturdy zipper golden color smooth opens wide small zipper pouch make brushes small items like lip gloss mascara pencils also couple side pouches organize everything nicely material made cloth seems repel water looks high end love make bag,POSITIVE,0.9867091178894043
bag took long time delivered opened creased wrinkled materialconfusion bought gift giving gift donate,POSITIVE,0.512072741985321
beautiful great quality fits much without bulky big compartments little pockets inside perfect needs love,POSITIVE,0.9884828925132751
exactly needed bag opens completely still compartments organizing luxury bag exactly described looks nice,POSITIVE,0.9724717140197754
good quality spacious cool travel bag course depends much usually take travel definitely holds lot travel cosmetic stuff looking something decent quality looking good spacious bag one worth buying,POSITIVE,0.9801461100578308
used first time weekend trip liked opened right could easily see everything bag twas easy use plenty room makeup toiletries know perfect size longer trip packs well bag material good zipper feels sturdy,POSITIVE,0.9872046709060669
perfect keep daily skincare use travel makeup bag tote easy zipper light weight beautiful vibrant color good quality odor cutest item serve purposes,POSITIVE,0.9879246950149536
great makeup bag travel bag ton room zippers allow open almost way,POSITIVE,0.9833869338035583
durable squishy enough fit snugly suitcase still protects items inside fit amazing amount things call many popping travel kit,POSITIVE,0.9786974787712097
material thick sturdy sizeable pockets great center zipper terrible design gets stuck hard close always opens ends dropping make brushes,NEGATIVE,0.965085506439209
looking perfect cosmetics bag works home snatched easily go love opens wide showing contents closed compact handle got white brown trim looks nice leave counter never thought would write glowing review cosmetic bag,POSITIVE,0.9762924313545227
got bag diagnosed gestational diabetes needed something put lancets alcohol swabs glucose monitor works perfectly needed definitely imagine using makeup things cute well made durable,POSITIVE,0.9873071908950806
needed something carry basics mascara lotion brushes body spray color cheeks essentials bag fit nicely suitcase size perfect,POSITIVE,0.9862068891525269
ordered summer vacation really loved makeup skincare routine stayed organized easy access case recommended,POSITIVE,0.984328031539917
perfect bag holds makeup,POSITIVE,0.9837708473205566
cute seems well made expect durable however exactly large would qualify medium sized,POSITIVE,0.7131506204605103
use everyday holds really good nice throw everything take anywhere,POSITIVE,0.9854118227958679
bag sturdy good quality material thick zippers strong large definitely hold makeup traveling highly recommend makeup bag,POSITIVE,0.9875625371932983
everything needed cosmetics bag disappointed measurements description said tall phone,NEGATIVE,0.8880152702331543
love quality pretty well,POSITIVE,0.985559344291687
cute lots room love see stuff right dig anything,POSITIVE,0.9682679772377014
looks expensive opens wide fits lots stuff great compartments worth every penny,POSITIVE,0.9860730171203613
el mama due esperaba color material excellent,POSITIVE,0.9825824499130249
cute well crafted hard close,POSITIVE,0.9759841561317444
love fact bag opens expose toiletries nice leave everything place bag,POSITIVE,0.9763922691345215
far like bag much opens flat see everything enough pockets et put compacts bottles whatever seems like hold well,NEGATIVE,0.6448209285736084
travel accessory bags girl guy travel necessity hold much strong zipper items stay secure,POSITIVE,0.9451349973678589
bag pretty big fits makeup happy face smiley,POSITIVE,0.9745927453041077
dangle zipper allows bag open wide nice quality beige camel color nice ordered keep one gift rest,POSITIVE,0.9756125211715698
love makeup bag,POSITIVE,0.9818345904350281
love way zipper opens bag get items unit love elastic pouches middle pouch,POSITIVE,0.9765060544013977
really compact nice,POSITIVE,0.9730014204978943
makeup person tons eyeshadow palettes hard travel able fit pan palettes makeup probably buying another one soon,NEGATIVE,0.8416588306427002
really like bag lot room would think looking going buy luxury brand discovered instead glad spend high amount great solve need washes really well easy clean,POSITIVE,0.9800457954406738
looks feels high end fits lot travelproducts nicely feels well made zipper plus hardware high quality sure would given inexpensive price impressively well made,POSITIVE,0.9850031733512878
saw hubby said could never fit toiletries bag till carried junk two gallon zip bags see indeed fit large capacity telega make bag cosmetics hair products personal hygiene items fits bag opens nicely easy access takes little finesse start zipper wide open give four stars rather five overall wanted,POSITIVE,0.9216987490653992
love makeup bag fits lot expecting,POSITIVE,0.9830873608589172
holds beauty products room spare,POSITIVE,0.8127250075340271
like looks amazon stuff fits well quality better expected,POSITIVE,0.9055674076080322
great throw suitcase weekender holds every thing need plenty room,POSITIVE,0.9872475862503052
nice looking holds good amount makeup,POSITIVE,0.969123363494873
liked travel bag could little bit taller accommodate larger items otherwise holds everything toiletry wise needed two week trip abroad definitely perfect travel,POSITIVE,0.9871390461921692
fits lot great traveling makeup skincare,POSITIVE,0.9864657521247864
love recommend,POSITIVE,0.9843893647193909
able fit facial products makeup items beloved separate compartment brushes complaint elastic side pockets bit loose definitely deal breaker,POSITIVE,0.9623091816902161
perfect fit sunscreen,POSITIVE,0.9840379953384399
travel bag everything fit great,POSITIVE,0.9867880344390869
best makeup bag perfect size opens wide shuffle around bag weeks feels like amazing quality far definitely recommend,POSITIVE,0.9885281324386597
love cute spaciousholds look makeup,POSITIVE,0.9822309613227844
makeup bag wonderful spacious bigger items folds nicely looking,POSITIVE,0.9865517616271973
bag looks beautiful tons room fits nicely carry color perfect,POSITIVE,0.9868690371513367
sturdy project angle zip fold take counter space works,POSITIVE,0.9705782532691956
nice colors strong zipper easy clean,POSITIVE,0.983178436756134
makeup carryall perfect holding makeup moisturizers home also used travel case super capacities love pale pink color option chose everything advertised durable perfect every way,POSITIVE,0.9861018657684326
clickstreamnexusmetricsconfig frown sad angry pouting actiontype discovery production eventowner isometrics playercards schematic clickstream customerevent produced isometrics playercards eventtype ivevideoview clientprefix use reviews desktop r kw k closedcaptionsconfig frown sad angry pouting captionsontexts frown sad angry pouting en english automatedconfusion captionsofftext captions languagetolabeltexts frown sad angry pouting english english sushimetricsconfig frown sad angry pouting robot false client use us videoasinlist weblabids eventsource player session refmarkers use reviews desktop r kw k ref placementcontext inline review marketplace atvpdkikx internal false endpoint automatedconfusion captionsofftext captions languagetolabeltexts frown sad angry pouting english english showplayerplaybutton false isvideoimmersiveplayer false metricsemissionmethod nexus skipinitialfocus false playerskin none disabledviewids frown sad angry pouting replaying includeearnscomissiondisclosure false customers contained use reviews desktop r kw k player b f db allowcrossorigin false requestmetadata frown sad angry pouting marketplace atvpdkikx client use us method inline review requested pgjjp znbpcthff pageasin session shouldloop false shoulddisablecontrols false alwayssetinitialvideo true showplayerclosebutton false clientprefix useautoplayfallback false sushimetricsconfig frown sad angry pouting robot false client use us videoasinlist weblabids eventsource player session refmarkers use reviews desktop r kw k ref placementcontext inline review marketplace atvpdkikx internal false endpoint video showcases product use video guides product setup video compares multiple products video shows product unpacked video player loading play videoplaymutecurrent time duration loadetongue sticking cheeky playful blowing raspberry stream type liveseek live currently behind liveliveremaining time playback ratechapterschaptersdescriptionsdescriptions selectedcaptionscaptions selectedaudio trackfullscreenthis modal window media could loaded either server network failed format supported love quality texture outside large capacity holds lot items without bulky quality zipper major plus,NEGATIVE,0.8779014348983765
purchased bag due size reviews expected internal zipper tender organizing items would want previous travel bag big able fix necessary items like color quality lacks functionality,NEGATIVE,0.9602892994880676
lovely bag functional issue dirty inside black markings also came flossed mini moisturizer flossed red stuff red stuff also spread around bag cleaned claro wipes went away totally grossed,NEGATIVE,0.77559894323349
media could loaded thank great product high qualityaccurate described,POSITIVE,0.9835017323493958
many popping would definitely love bag room provides although little difficult open first multiple compartments also used toiletries bag opposed traditional makeup bag really cute design takes less space overnight bag luggage,POSITIVE,0.9477635622024536
makeup case spacious allows good organization travel often lot cosmetics allows gather makeup toiletries skin care products small sized hair care products one place,POSITIVE,0.9779795408248901
second one like plenty room easy access items wish dividers attached bag items like eye pencils et would move throughout bag instead staying inside section easy retrieval sure would purchase using daily,POSITIVE,0.8860679268836975
bag spacious smart design fit makeup skincare perfect travel,POSITIVE,0.9874477982521057
large capacity separate households fits mess art thingshappy face smiley,POSITIVE,0.5134271383285522
use makeup bag carry prescriptions perfect roomy easy work,POSITIVE,0.9867549538612366
bag flexible zips easily held majority make skin care used prefer sturdy form hold items like flexibility would recommend happy face smiley,POSITIVE,0.9744892120361328
roomy good quality,POSITIVE,0.9710606932640076
like bag fits needs please note product received two compartments expecting three,NEGATIVE,0.6941581964492798
bag honestly worth hype able fit skincare makeup body care one bag pockets convenient nice material inside outside easy clean amazing,POSITIVE,0.9871052503585815
impressed roominess makeup bag exterior fabric better expected,POSITIVE,0.6331785321235657
closing frustrating fill big standard box sized one grab hands closing get zipper shut style user friendly recommend,NEGATIVE,0.7210670709609985
sturdy great quality would de recommend,POSITIVE,0.9799087643623352
daughter loves lays nicely see stuff holds lot items perfect size,POSITIVE,0.9877745509147644
handy travel makeup fits traveling outside pouch easy wipe sanitize would buy,POSITIVE,0.9780988693237305
bought daughter birthday loves roomy fits things would definitely buy,POSITIVE,0.9858378767967224
perfect size need,POSITIVE,0.9805379509925842
loved finally makeup moisturizing essentials one place travel fit nicely suitcase,POSITIVE,0.9879518151283264
much space,NEGATIVE,0.5535515546798706
color true photo seems sewn neatly looks seems sturdy plenty room inside neat cute,POSITIVE,0.9631567597389221
classy functional affordable date favorite makeup bag,POSITIVE,0.9850012063980103
lots pockets sturdy stands love color soft cloth feel waterproof bottom stays clean,POSITIVE,0.9867988228797913
gave four star honestly looking wanted outside walls sturdy compartments could actually keep items place color nice got cream colored beige one returned looking,POSITIVE,0.5427547693252563
good quality soft hold products well easy look though find need opens,POSITIVE,0.9815672039985657
average sized makeup bag anyway quite large larger expected traveling fit skin care makeup look classy feel spoilt,POSITIVE,0.5750130414962769
size bag perfect received many compliments design high end quality,POSITIVE,0.9847582578659058
design cosmetic bag reallywell planned divisions make sense keep everything organized really beautifully made,POSITIVE,0.9850472211837769
bought christian gift girlfriend loved great quality price complaints bag one issue markings inside bag made appear brand new even though care much mark either okay,POSITIVE,0.7377887964248657
bag pretty fits perfectly without taking much space bag however top inner pocket bag stays open makeup falls inside bag soon close could little better,POSITIVE,0.808844804763794
bought trip often frustrated toiletry bag zips open lies flat counter enough space end things falling mess cue bag love gold zipper glide smoothly outside easy wipe clean even two tween daughters oohing aching looks looks like nice high end bag functionally easy use expandable sections sides appreciate easy fold get zip cinch even keep makeup home holds everything need even room face creams must,POSITIVE,0.9805904626846313
little number absolutely dream travel holds much love opens sit countertype like style happy,POSITIVE,0.9867939352989197
really nice color perfect size order,POSITIVE,0.9837257266044617
love lays flat open several pockets convenience really keeps things organized,POSITIVE,0.9846740961074829
looks expensive cheap either appears well made holds lot product expected travel quite often think bag hold well,NEGATIVE,0.7414129376411438
new favorite make bag obsessed color larger expected prefect travel quality bag feels luxurious,POSITIVE,0.982566237449646
makeup bag room makeup nothing extraordinary,NEGATIVE,0.8229836225509644
bought daughter daughter law gift loved,POSITIVE,0.9844774007797241
love design fits quite bit easy get stuff open still closes easily best make toiletry case cheap,POSITIVE,0.9851454496383667
well made even better price,POSITIVE,0.9219828844070435
huge makeup bag opens functional way making really easy find products,POSITIVE,0.978324830532074
well designed bag holds cosmetics brushes toiletries opens flat means dig find items work flight attendant keep packed rollaboard perfect frequent travelers unpack unzip lay flat,POSITIVE,0.977859616279602
bought trip use everyday thing noticed different lining different picture little cheap feeling price cool exterior quite durable nice looking little difficult close still worth,POSITIVE,0.9642754197120667
perfect bag super specious keep make organize love color well looks expensive,POSITIVE,0.9849842190742493
love fits makeup brushes three tiered makeup compact well still lots room fits nicely carryon suitcase backpack,POSITIVE,0.9882994890213013
order college age daughter use traveling back forth school home great size nice quality looks sleek zipper works great bags,POSITIVE,0.9880635142326355
great travel bag,POSITIVE,0.9867991805076599
tons room inside bag bought going town use daily love,POSITIVE,0.9856870770454407
love bag zipper little odd runs diagonally across bag bottom top makes accessibility little awkward use bag hold skin care items need get constantly bag feels well made also easy keep clean,POSITIVE,0.9853449463844299
perfect bag makeup love organizers inside makes easy find products,POSITIVE,0.988651692867279
large fit either half carry suitcase away carry confusion also zipper going one side made tricky zip truly full without things spilling returned also arrived loose threads around zipper,NEGATIVE,0.816521406173706
save space quick getaways need entire bag still small like organization leather nice option,POSITIVE,0.9506509900093079
good quality material love,POSITIVE,0.9861782789230347
daughter liked better ones high end stores,POSITIVE,0.9257834553718567
worth every penny,POSITIVE,0.8507899641990662
like,POSITIVE,0.7866432666778564
take makeup bag everywhere really made traveling easier everything organized fits lots products looks beautiful love,POSITIVE,0.9869567155838013
love bag holds cube structure well zipped unfolds flat lots space love came two additional cases inside one mesh solid like bag along additional cases plenty stores pockets zippers,POSITIVE,0.9794658422470093
lot skincare carry travel home use perfect size stuff love color quality bag,POSITIVE,0.9875497221946716
super comedy mama practice,POSITIVE,0.9481369853019714
gust much alidade lo due came enchant equivoque comprarla,POSITIVE,0.8866530060768127
purchased pas received instead,NEGATIVE,0.8601800799369812
best makeup bag ever large hold lots items bought second one toiletries material wiped damp cloth cleaned,POSITIVE,0.9594639539718628
love love bag roomy fit makeup issues,POSITIVE,0.9856361150741577
first disappointed leather item made smooth obviously plastic rather textured opened inside several bits shiny brown material looked lot like bug carapace pieces one appeared extremely tiny whole insect large circular abdomen much smaller head thought dead stuck finger get closer look flew jumped away idea bug beyond upset,NEGATIVE,0.9380523562431335
bought toiletries travel fits lot much smaller space happy,POSITIVE,0.9773155450820923
ideal,POSITIVE,0.8618713021278381
looks cheesy happy product time replace traveling day,POSITIVE,0.556989848613739
zipper one side making inconvenient use,NEGATIVE,0.9711534380912781
else want get carry majority make stuff hassle free single stylishbag yes love bag specially two small bags comes along super useful automatically add compartment inside without carry separate bags amount make stuff hold amazing bag perfect carrying makeup vacations small trips even storage perspective bag fit corner wardrobe dressing unit outer look stylish baby pink color makes look even cute would definitely recommend bag,POSITIVE,0.9849904179573059
piece set made soft leather material mine feminine light pink variety pockets additional inset bags make perfect little travel set keeps items organized one place plenty room makeup jewelry toiletries highly recommend anyone go whether overnight extended away,POSITIVE,0.9865569472312927
love material easy clean worth money make one place take everywhere always ready go love compartments differences products,POSITIVE,0.9871495366096497
es ample elegant,POSITIVE,0.9809707999229431
bag strong holds lot use keep shots fridge keeps cool allow light,POSITIVE,0.9760210514068604
bag laid well use opening easy open close well made nice color,POSITIVE,0.9849278926849365
accumulated lot makeup years use makeup bag shop stash bag rotate makeup collection makeup bag holds quite bit easy clean love red color handle compartments qualm middle small compartment flush bottom bag sometimes products slide one side find products underneath middle zippered compartment nonetheless great bag would recommend buy would great gift,POSITIVE,0.986767590045929
perfect bag hold makeup easy clean,POSITIVE,0.9856995940208435
happy bought makeup bag go kat weekender bag bought months ago love believe much holds bought orange black makeup bags orange color pretty unique zipper design allows space fits makeup brushes small products perfectly room spare design super cute brought girls trip friends ended ordering well great price great quality highly recommend,POSITIVE,0.988447368144989
love functionality design color disappointed unpacked small box saw handle wrinkled folded attaching pics think could avoided larger box sad return frown sad angry pouting,NEGATIVE,0.9584418535232544
great bag travel holds lot beautiful color arrived shipped completely flat plastic bag full creases hold shape used hairdryer filled clothing try get creases proper shape bag back luck shame otherwise would received stars shipped box tissue packing inside bag,POSITIVE,0.6945583820343018
bought replace makeup bag years holds products opens easily find need happy makeup bag,POSITIVE,0.9853469133377075
good quality pretty color given gift really liked,POSITIVE,0.9843124747276306
love space get different pockets easy organize makeup highly recommend,POSITIVE,0.988378643989563
totally sure bag fast especially since super stiff become easier open shut held shape several months daily use amazing pockets stuff usually stays really well fit much love,POSITIVE,0.9871047735214233
nice roomy delivery fast fits devices needed store comes folded hard crease fabric bother much store electrodes tens machine needed convenient bag store,POSITIVE,0.8408948183059692
little makeup bag hold way expect,POSITIVE,0.532585620880127
gift daughter loves,POSITIVE,0.9863827228546143
cosmetic makeup bag exactly looking quality seems top notch use space compartments great specifically makeup value awesome,POSITIVE,0.9868450164794922
sure expect quality size far surpassed expectations holds things bought replace small makeup bag take vacation job would buy,POSITIVE,0.6509581208229065
sister loves already packed vacation,POSITIVE,0.9863640666007996
love color good size big enough needed,POSITIVE,0.9826357364654541
sure saw bag decided give try travel lot needed travel case makeup love case fits make things travel simple modern design lots little storage pockets keep items nice neat traveling highly recommend,POSITIVE,0.9885736703872681
roomy enough space personal items makeup several days,NEGATIVE,0.6835774183273315
really perfect bag makeup skin care products great quality many compartments even better pictures trust got one daughters ended getting one,POSITIVE,0.9456011056900024
quality bag good large bag keeping disappointed,POSITIVE,0.5715091824531555
even know start first look sleek amazing aesthetic bag look amazing use get bag unreal already bought multiple one skin care one makeup one vitamins medicines bring travels good even boyfriend uses black one lot great gift well got one moms birthday well loves really go wrong multipurpose bag,POSITIVE,0.9864739179611206
fits perfectly bag using bag personal toiletries,POSITIVE,0.9725420475006104
make bag looks elegant better higher quality many price range ivory color beautiful looks chic,POSITIVE,0.9721829295158386
market perfect sized travel makeup bag exceeded expectations fit everything need convenient thrown gym bag everything need small enough fits bag big enough hold essentials great affordable gift friends well also cute received multiple compliments people asking buy bag,POSITIVE,0.9871841073036194
recently ordered upcoming trip shocked much space available able pack majority skin care dental products unique shape design bag maximized hold space possible additionally unzip bag able see products without digging around like previously toiletry bag designs recommend enough,POSITIVE,0.894449770450592
exactly expecting like opens see everything inside instead digging around like typical makeup bag,NEGATIVE,0.7929366230964661
good purchase,POSITIVE,0.9661663770675659
met tongue sticking cheeky playful blowing raspberryectations,NEGATIVE,0.8688325881958008
material okay bag nice size okay quality expecting much amazonconfusion ship flat arrived sealed plastic bag tightly wrapped around folded like first picture would non issue except see crease affects bag price wise okay found slightly cheaper version almost less similar design amazon well guess arrive flat bag stuffing keep bag shape without compromising structural integrity save money go find options squish bag returning item,NEGATIVE,0.7162218689918518
lots room items dividers pockets,NEGATIVE,0.5272232890129089
love way unzips sits counter see products great fabric easy clean holding great matching weekender bag love set feel put together love much bought bunch gifts,POSITIVE,0.98853600025177
recently used week trip mexico beyond perfect occasion held necessities room spare look wise chic nice space saving zipper design plenty pocket space happy would love buy family friends happy face smileyconfusion,POSITIVE,0.9850720763206482
got skincare items never find bag roomy enough items bag perfect size big way built much room affordable cute durable,POSITIVE,0.9857184290885925
bought trip took recently best travel purchase ever made open lay flat keeps everything separate going back buying another one skin care products,POSITIVE,0.9400923848152161
well made opens nicely access items pretty would highly recommend,POSITIVE,0.9867086410522461
bag perfect travel fit makeup still compact love use side pockets middle organize smaller items also looks great house cute,POSITIVE,0.9878928065299988
love makeup bag opens nice wide easily see many makeup items digging around great quality like travel items bought kat,POSITIVE,0.9878629446029663
matches travel bag perfectly plenty room accommodate travel items quality travel bag luxurious sturdyand strong construction liked much bought colors,POSITIVE,0.9863119721412659
wow absolutely perfect trip cabo makeup bag travel bag must haves quality incredible color beautiful recommend company,POSITIVE,0.9875510334968567
excited using travels also going use diaper bag holds everything keeps everything organized,POSITIVE,0.9827394485473633
fit much bag love shape well easy pack,POSITIVE,0.9873221516609192
bag great quality fits voodoo much great dupe brand name products market highly recommend,POSITIVE,0.9874992966651917
perfect travel bag makeup skincare products made really well happy purchase,POSITIVE,0.9875141978263855
expecting looks like pictures makeup bag big unfortunately full fold zip together pretty limited put bag would recommend getting something else looking larger carrier hair products makeup,NEGATIVE,0.933636486530304
unzip bag opens fully thought would able use pockets go zip full bag whatever pocket left falls pocket right disappointed,NEGATIVE,0.8822430968284607
friend loved,POSITIVE,0.9801903367042542
finely made small,POSITIVE,0.9590939879417419
small,NEGATIVE,0.5619211792945862
returned item recommend weird plastic material feels cheaply made,NEGATIVE,0.9726229310035706
love using bag makeup stuff small size shape hold lots small items apart using makeup bag definitely see used carrying chargers small electronics breastfeeding pump accessories even stationary equipment highly recommended product love using daily would given zipper sometimes pain close advantages bag make,POSITIVE,0.9849358201026917
use bag hold makeup brush collection recently outgrown brush roll quality decent somewhat underwhelming price color zipper yellow gold would liked honestly makes look bit tackyconfusion takes work open close would liked zipper higher quality organization okay enough different pockets zippered pocket fixed bottom gap brushes get sucks hoping use divider keep face brushes eye brushes separated size nice big enough hold large collection brushes bulky makeup bags bag previously using hold brushes even fits hard case blending sponges love bag opens flat handy digging one handed brushes worrying keeping bag upright brushes roll place deep crease product due packaged folded super flat hoping come time use,POSITIVE,0.8918106555938721
bag comes folded flat loaded products know get shape love gold accents quality overall feels nice gold makes feel expensive bag easy clean something ever spills side outside interior like waterproof material outside faux leather biggest surprise front panel textured personally love wish smooth leather like rest bag trying capture last picture second bag style honestly game changer nice able see items bag fully open vs makeup bags rifle around find smaller items also nice zipper portion inside store delicate valuable smaller items quick access overall happy taking away one star texture,POSITIVE,0.9799434542655945
market new makeup bag needed something big enough fit stuff fit bill bag significant overly big like opens easily see stuff dig find want material seems nice enough aesthetic look easy clean handle nice touch notice bag zipper sometimes gets stuck,POSITIVE,0.6741100549697876
bit like cards much bigger inside however like bottles stand traveling ability case fit make travel bottles medication without problem take much room travel toiletry bags material odd feel think helps cleaning,POSITIVE,0.5275135636329651
hello everyone travel makeup bag definitely surprised qualities sure others would also appreciate color scheme elegant faux smooth leather top contrasting texture bottom makes look high end well made waterproof handle importantly although big fit quite lot used recent trip able fit makeup skin care even hair ties needed closed seems small opened expands convenient wall pockets two big compartments middle zipper products visible facilitated getting ready everydaysince look tons products rating reflects fact gets stained easily post travel remove stains makes look worn dirty thank,POSITIVE,0.9575835466384888
like nails front night hang wanted case carry everything instead making multiple trips back forth bringing everything living room worried would small fit everything actually fit much using store lash extension supplies divider middle makes convenient divide two amazed carries nail polish tools even nail polish remover bottle way folds however keeps getting bulky clever opens fold flat give much space zipped shut somehow half size fits perfectly vanity shelf quickly grab everything need plus design cute love gold hardware minimal classy feminine unbeatable feels durable tough buy great travel also,POSITIVE,0.9798475503921509
bottom line recommend kat travel bag current price reasonable makeup using toiletries working well likes lots places hold supplies without falling place opens easily access everything better old typical bag dislikes open slightly grab something open way access stuff,POSITIVE,0.9104288816452026
seems popularity across multiple age groups youth guided suggestions infamous youtubers tie towers carry multitudes listening youth well subscribed social media venues however kids say young adults stated found large capacity traveling cosmetic bag educated people gravitating daughters eek screams joy gave case said recently seen one one social media educational videos discussing travel efficiently grabbed immediately ran room try put travel necessities together preparation weekender excursion group friends seemed easily pack items would need trip rather quickly came back living room display efficiently packed essentials great amazement looked told bag supposed used separate bath beauty items neat foldout containment bag well went trip returned boast friends amazed see appreciate hoopla surrounding nifty personal hygiene foldout sacks hold every essential item need well deserved get away said already known bags well worth every penny spent simply consolidated convenience everything need neatly tucked place singular awesomely crafted beauty bag,POSITIVE,0.9788815975189209
bought niece loved arrived quickly good price highly recommend,POSITIVE,0.9879336953163147
nice looking makeup bag love color mixed materials made part feels like canvas part leather zipper works great catch inside liner nice well flaps end long enough keep makeup falling zipper pouch middle separate bag well hold products,POSITIVE,0.9789382219314575
design bag well done love bag makes easy separate husband basic toiletries like since zipper corner bag lays way easily displays inside bag also like side pockets organize side like still small take massive space luggage one thing think funny one side bag match material rest bag see show preview pictures product matter might,POSITIVE,0.9805216789245605
bag extends creates lot room store whatever need also side pockets along sides store products material good sturdy last long time light weight easy carry everywhere go,POSITIVE,0.9860833287239075
size perfect makeup absolutely loves color quality good zipper easy use also easy clean,POSITIVE,0.9885151982307434
nice large makeup travel bag fits much inside nice looking made good material extra pockets inside separate utensils stuff makeup enough room put toiletries would liked material soft take away stars,POSITIVE,0.9433976411819458
loves opens wide flattens holds everything needs separatelyand easy carry,POSITIVE,0.9856038093566895
nice outside waterproof texture cosmetic bag perfect size one large elastic compartment one side one zippered compartment middle also two elastic compartments opposite side bag waterproof zipper well made zipper beautiful soft gold color handle well made also nice size keep cosmetics brushes nice gift excellent price quality,POSITIVE,0.9874595403671265
travel lot likely make use good quality travel bag look good cosmetic bag looks good outside inside intended women use would make fine gift also used purposes travel highly recommended,POSITIVE,0.9782163500785828
